job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
nhân viên thiết kế designer tại hà nội thu nhập 13 15 triệu,1,14.0,14.0,13.0,15.0
nhân viên thiết kế kết bê tông cốt thép kết cấu thép,1,14.0,14.0,10.0,18.0
nhân viên thiết kế kỹ thuật nội thất,1,14.0,14.0,13.0,15.0
nhân viên thiết kế làm việc tại long an,1,14.0,14.0,13.0,15.0
nhân viên thiết kế nội thất interior design staff,1,14.0,14.0,10.0,18.0
nhân viên thiết kế sản xuất,2,14.0,14.0,10.0,18.0
nhân viên thiết kế thu nhập trên 13 triệu,1,14.0,14.0,13.0,15.0
nhân viên thiết kế tạo dáng sản phẩm,1,14.0,14.0,13.0,15.0
nhân viên thu mua vật tư thiết bị,1,14.0,14.0,10.0,18.0
nhân viên thu nhận hồ sơ khách hàng ưu tiên không kinh nghiệm thu nhập 10 triệu trở lên,1,14.0,14.0,8.0,20.0
nhân viên thủ kho lương từ 13 15 triệu,1,14.0,14.0,13.0,15.0
nhân viên tiktok content vj đứng kênh,1,14.0,14.0,8.0,20.0
nhân viên trade marketing admin,1,14.0,14.0,12.0,16.0
nhân viên triển khai dự án,1,14.0,14.0,10.0,18.0
nhân viên tuyển dụng ngành may,1,14.0,14.0,10.0,18.0
nhân viên tuyển dụng nhân sự làm việc tại gia lâm,1,14.0,14.0,12.0,16.0
nhân viên tìm kiếm và quản lý nhà cho thuê,1,14.0,14.0,8.0,20.0
nhân viên tư vấn dịch vụ thẻ ngân hàng quốc tế singapore không yêu cầu kinh nghiệm,1,14.0,14.0,8.0,20.0
nhân viên tư vấn khách hàng đối tác ngân hàng quốc tế singapore giờ hành chính cầu giấy,1,14.0,14.0,13.0,15.0
nhân viên tư vấn lĩnh vực giáo dục nhân viên kinh doanh thu nhập lên tới 20 triệu,1,14.0,14.0,8.0,20.0
nhân viên tư vấn mảng du lịch và trị liệu,1,14.0,14.0,13.0,15.0
nhân viên tư vấn mở thẻ tín dụng ngân hàng thu nhập 8 đến 20 triệu,1,14.0,14.0,8.0,20.0
nhân viên tư vấn ngân hàng quốc tế singapore không yêu cầu kinh nghiệm,1,14.0,14.0,8.0,20.0
nhân viên tư vấn nhượng quyền,1,14.0,14.0,13.0,15.0
nhân viên tư vấn online telesale,1,14.0,14.0,10.0,18.0
nhân viên tư vấn online và trực tiếp tại showroom,1,14.0,14.0,8.0,20.0
nhân viên tư vấn qua điện thoại tại hcm,1,14.0,14.0,8.0,20.0
nhân viên tư vấn sales telesales văn phòng quận 5 thu nhập từ 8 triệu tháng,1,14.0,14.0,8.0,20.0
nhân viên tư vấn sản phẩm thẻ ngân hàng quốc tế singapore,1,14.0,14.0,8.0,20.0
nhân viên tư vấn thực phẩm yến sào,1,14.0,14.0,8.0,20.0
nhân viên tư vấn trả góp không yc kinh nghiệm,1,14.0,14.0,8.0,20.0
nhân viên tư vấn trả góp trực shop điện thoại xe máy điện máy,1,14.0,14.0,8.0,20.0
nhân viên tư vấn trả góp tại shop,3,14.0,14.0,8.0,20.0
nhân viên tư vấn tài chính bảo hiểm,1,14.0,14.0,8.0,20.0
nhân viên tư vấn tại hà nội thu nhập trên 15 triệu,1,14.0,14.0,8.0,20.0
nhân viên tư vấn tại quận 12 không cần kinh nghiệm,2,14.0,14.0,8.0,20.0
nhân viên tư vấn và triển khai phần mềm marketing workflow automation,1,14.0,14.0,3.0,25.0
nhân viên uốn vòm nhôm kính,1,14.0,14.0,12.5,15.5
nhân viên video editor vieo thu nhập 12 000 000 15 000 000 làm việc tại hà nội,1,14.0,14.0,13.0,15.0
nhân viên vận hành công nghệ nấu – lên men,1,14.0,14.0,13.0,15.0
nhân viên vận hành máy móc thu nhập 10 18m,1,14.0,14.0,10.0,18.0
nhân viên vận hành sàn thương mại điện tử lương 15tr,1,14.0,14.0,13.0,15.0
nhân viên vận hành sàn thương mại điện tử quận 12,1,14.0,14.0,13.0,15.0
nhân viên vận hành điện,1,14.0,14.0,13.0,15.0
nhân viên vận hành đóng gói,2,14.0,14.0,13.0,15.0
nhân viên điều phối vận tải làm việc tại văn phòng hà nội,1,14.0,14.0,8.0,20.0
nhân viên đối ngoại phòng nhật bản,1,14.0,14.0,12.0,16.0
nhân viêntelesales,1,14.0,14.0,8.0,20.0
nv thiết kế kỹ thuật nội thất,1,14.0,14.0,10.0,18.0
nvkd ban phát triển ghtn,1,14.0,14.0,10.0,18.0
nvkd hưng yên kênh gt,1,14.0,14.0,11.0,17.0
nvkd kênh gt gia lâm,1,14.0,14.0,11.0,17.0
nữ nhân viên bán hàng tại lotte mart phan thiết,1,14.0,14.0,8.0,20.0
nữ nhân viên phiên dịch tiếng trung,1,14.0,14.0,12.0,16.0
opd nurse,1,14.0,14.0,13.0,15.0
payroll executive,1,14.0,14.0,12.0,16.0
pepsi miền nam nhân viên bán hàng thị trường,1,14.0,14.0,10.0,18.0
pepsi sales thị trường gt,1,14.0,14.0,10.0,18.0
pepsi sales thị trường kênh gt,2,14.0,14.0,10.0,18.0
phiên dịch hiện trường,3,14.0,14.0,10.0,18.0
phiên dịch tiếng thái,1,14.0,14.0,12.0,16.0
phiên dịch viên tiếng thái,1,14.0,14.0,12.0,16.0
phát triển sản phẩm mới,2,14.0,14.0,10.0,18.0
phó phòng hcns,2,14.0,14.0,12.0,16.0
phó phòng kế toán hải phòng,1,14.0,14.0,12.0,16.0
phó quản đốc xưởng nhôm gỗ,1,14.0,14.0,13.0,15.0
phú yên nhân viên bán hàng pepsi,1,14.0,14.0,10.0,18.0
pr marketing executive,1,14.0,14.0,13.0,15.0
project sales chuyên viên bán hàng dự án lâu năm,2,14.0,14.0,12.0,16.0
public event specialist,1,14.0,14.0,12.0,16.0
qa giải quyết khiếu nại khách hàng,1,14.0,14.0,10.0,18.0
qa qc moderation specialist chinese speaking,1,14.0,14.0,13.0,15.0
qa qc specialist,1,14.0,14.0,13.0,15.0
qs,1,14.0,14.0,12.0,16.0
qs mep bóc tách khối lượng,1,14.0,14.0,10.0,18.0
qs nhà xưởng kết cấu thép,1,14.0,14.0,12.0,16.0
quản lý ca sản xuất làm việc theo ca 12h,1,14.0,14.0,10.0,18.0
quản lý chuỗi cửa hàng,1,14.0,14.0,13.0,15.0
quản lý cửa hàng cửa hàng trưởng shop phú hoàng,1,14.0,14.0,8.0,20.0
quản lý cửa hàng katinat coffee tea house,1,14.0,14.0,13.0,15.0
quản lý ie,1,14.0,14.0,8.0,20.0
quản lý khu vực khối tiền sảnh,1,14.0,14.0,13.0,15.0
quản lý nhà hàng aeon mall hà đông,1,14.0,14.0,13.0,15.0
quản lý nhà hàng aeon mall long biên,1,14.0,14.0,13.0,15.0
quản lý nhà hàng f b,1,14.0,14.0,10.0,18.0
quản lý nhà hàng yanghao,1,14.0,14.0,13.0,15.0
quản lý phó quản lý giám sát nhà hàng,1,14.0,14.0,10.0,18.0
quản lý tiệm bánh mesa bakery đi làm ngay,1,14.0,14.0,12.0,16.0
quản lý tuyển dụng đội ngũ kinh doanh bảo hiểm toàn quốc,1,14.0,14.0,13.0,15.0
quảng bình nhân viên tư vấn trả góp tại shop,1,14.0,14.0,8.0,20.0
quảng ngãi nhân viên tư vấn trả góp tại shop,1,14.0,14.0,8.0,20.0
sale kênh gt gia lâm long biên,1,14.0,14.0,11.0,17.0
sale kênh gt hải dương,1,14.0,14.0,11.0,17.0
sale kênh gt đan phượng phúc thọ,1,14.0,14.0,11.0,17.0
sale online nhân viên kinh doanh,1,14.0,14.0,8.0,20.0
sale thị trường kênh gt,1,14.0,14.0,12.0,16.0
sales engineer ebraco international,2,14.0,14.0,13.0,15.0
sales engineer hồ chí minh,1,14.0,14.0,13.0,15.0
sales export staff nhân viên sales xuất khẩu,1,14.0,14.0,13.0,15.0
sales horeca nha trang,1,14.0,14.0,12.0,16.0
sales online team leader,1,14.0,14.0,13.0,15.0
sales person,1,14.0,14.0,8.0,20.0
sales specialist for warehousing,1,14.0,14.0,12.0,16.0
sbf chuyên viên kinh doanh b2b,1,14.0,14.0,8.0,20.0
senior content marketing,4,14.0,13.5,0.0,20.0
senior marketing,1,14.0,14.0,13.0,15.0
senior sales,1,14.0,14.0,13.0,15.0
shift inventory team leader,1,14.0,14.0,12.0,16.0
streamer idol tiktok,1,14.0,14.0,8.0,20.0
sáng tạo quay dựng video tiktok content creator,1,14.0,14.0,10.0,18.0
technical support sales,2,14.0,14.0,13.0,15.0
telemarketing educational consultant tec,1,14.0,14.0,8.0,20.0
telesales ngân hàng quốc tế singapore không đi thị trường,1,14.0,14.0,8.0,20.0
telesales tư vấn tuyển sinh anh ngữ ames,1,14.0,14.0,8.0,20.0
tester junior edtech,1,14.0,14.0,12.0,16.0
thiêt kế đồ họa thẩm mỹ,1,14.0,14.0,13.0,15.0
thiết kế kỹ thuật,1,14.0,14.0,10.0,18.0
thiết kế thời trang nữ,1,14.0,14.0,12.0,16.0
thiết kế thời trang nữ quận 12,1,14.0,14.0,12.0,16.0
thiết kế thời trang nữ quận 12 thu nhập 15tr,1,14.0,14.0,12.0,16.0
thiết kế thời trang nữ thu nhập 16tr,1,14.0,14.0,12.0,16.0
thiết kế điện điện nhẹ,1,14.0,14.0,10.0,18.0
thư ký giám đốc phòng khám hỗ trợ vận hành,2,14.0,14.0,13.0,15.0
thư ký phiên dịch tiếng trung,1,14.0,14.0,13.0,15.0
thư ký phòng kế hoạch kinh doanh,1,14.0,14.0,12.0,16.0
thư ký tổng giám đốc alphanam group,2,14.0,14.0,13.0,15.0
thư ký đi làm ngay,1,14.0,14.0,12.0,16.0
thợ may có tay nghề,1,14.0,14.0,10.0,18.0
thợ mộc công nghiệp,1,14.0,14.0,10.0,18.0
thợ phụ 1 in offest,1,14.0,14.0,13.0,15.0
thủ kho hàng điện máy,2,14.0,12.5,10.0,17.0
tiktoker livestreamer fulltime parttime,1,14.0,14.0,8.0,20.0
trình dược viên bắc ninh bắc giang hải dương ninh bình,1,14.0,14.0,8.0,20.0
trình dược viên nhân viên kinh doanh dược phẩm,1,14.0,14.0,8.0,20.0
trình dược viên – kênh etc,1,14.0,14.0,8.0,20.0
trưởng ban quản lý tòa nhà,1,14.0,14.0,12.0,16.0
trưởng bộ phận bảo vệ tttm,1,14.0,14.0,10.0,18.0
trưởng ca sản xuất cnc,2,14.0,14.0,13.0,15.0
trưởng nhóm hoạt động ngoại khoá,1,14.0,14.0,13.0,15.0
trưởng nhóm hành chính admin kho,1,14.0,14.0,13.0,15.0
trưởng nhóm hành chính vật tư,1,14.0,14.0,13.0,15.0
trưởng nhóm kho đồng nai,1,14.0,14.0,13.0,15.0
trưởng nhóm kế hoạch cung ứng,1,14.0,14.0,12.0,16.0
trưởng nhóm kế hoạch vật tư,1,14.0,14.0,13.0,15.0
trưởng nhóm kế toán quỹ,1,14.0,14.0,13.0,15.0
trưởng nhóm sale tư vấn tuyển sinh,2,14.0,14.0,13.0,15.0
trưởng nhóm trợ lý kinh doanh biết tiếng trung,1,14.0,14.0,10.0,18.0
trưởng phòng tư vấn nhập cảnh,1,14.0,14.0,13.0,15.0
trợ giảng tin học tại tp hồ chí minh,1,14.0,14.0,8.0,20.0
trợ lí tổng hợp,1,14.0,14.0,13.0,15.0
trợ lý ban dự án đường sắt cao tốc,2,14.0,14.0,12.0,16.0
trợ lý bộ phận vật tư,1,14.0,14.0,10.0,18.0
trợ lý cá nhân cho chủ tịch,1,14.0,14.0,10.0,18.0
trợ lý giám đốc tuyển nam,2,14.0,14.0,12.0,16.0
trợ lý giám đốc – mảng nhân sự,1,14.0,14.0,8.0,20.0
trợ lý giám đốc – mảng thiết kế,1,14.0,14.0,8.0,20.0
trợ lý giám đốc – mảng tài chính,1,14.0,14.0,8.0,20.0
trợ lý hành chánh biết tiếng trung,2,14.0,14.0,10.0,18.0
trợ lý hành chính tiếng trung,1,14.0,14.0,12.0,16.0
trợ lý kinh doanh dự án,1,14.0,14.0,12.0,16.0
trợ lý kế toán tài chính,2,14.0,14.0,12.0,16.0
trợ lý quản lý văn phòng tiếng trung,1,14.0,14.0,13.0,15.0
trợ lý thống kê phòng chăm sóc khách hàng,1,14.0,14.0,13.0,15.0
tuyển dụng nhân viên bán hàng,1,14.0,14.0,8.0,20.0
tuyển dụng nhân viên kinh doanh thị trường mặt hàng gốm sứ,1,14.0,14.0,10.0,18.0
tuyển dụng nvkd kênh gt thanh hóa,1,14.0,14.0,11.0,17.0
tuyển dụng nvkd kênh gt yên bái,1,14.0,14.0,11.0,17.0
tuyển dụng sale kênh on tại yên bái,1,14.0,14.0,11.0,17.0
tuyển dụng sale kênh on tại đan phượng phúc thọ,1,14.0,14.0,11.0,17.0
tuyển dụng sale lào cai kênh gt,1,14.0,14.0,11.0,17.0
tuyển dụng sale lào cai kênh on,1,14.0,14.0,11.0,17.0
tuyển nhân viên kế toán tổng hợp tại cầu giấy thu nhập hấp dẫn 12 triệu,1,14.0,14.0,12.0,16.0
tài xế xe tải,3,14.0,14.0,12.0,16.0
tài xế xe đào,1,14.0,14.0,13.0,15.0
tư vấn viên du học,1,14.0,14.0,12.0,16.0
tổ trưởng pcba,1,14.0,14.0,10.0,18.0
tổ trưởng đúc,1,14.0,14.0,10.0,18.0
video editor media marketing,1,14.0,14.0,12.0,16.0
y sĩ kỹ thuật viên y học cổ truyền,1,14.0,14.0,8.0,20.0
điều dưỡng nha khoa,1,14.0,14.0,8.0,20.0
điều dưỡng nhi sơ sinh,1,14.0,14.0,12.0,16.0
đăng ký sản phẩm thiết bị y tế,2,14.0,14.0,10.0,18.0
đại diện kinh doanh tự động hóa,1,14.0,14.0,13.0,15.0
đại diện kinh doanh đèn năng lượng mặt trời,1,14.0,14.0,13.0,15.0
đầu bếp bếp ăn công nghiệp,1,14.0,14.0,12.0,16.0
đầu bếp thực đơn,2,14.0,11.0,9.0,20.0
chuyên viên tư vấn giáo dục thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,41,13.98780487804878,14.0,13.0,15.0
nhân viên phát triển đại lý,5,13.95,16.0,0.0,20.0
chuyên viên kế hoạch sản xuất,8,13.9375,14.0,10.0,18.0
chuyên viên tư vấn tuyển sinh,34,13.926470588235292,13.0,6.0,30.0
nhân viên trade marketing,13,13.903846153846152,12.5,7.5,25.0
nhân viên kinh doanh ngành thiết bị thẩm mỹ,4,13.9,13.9,7.8,20.0
nhân viên kinh doanh thiết bị thẩm mỹ,1,13.9,13.9,7.8,20.0
chuyên viên tư vấn tài chính bảo hiểm,8,13.875,12.5,9.0,30.0
kỹ sư qs qc,4,13.875,12.5,0.0,22.0
nhân viên bán hàng biên hòa,2,13.875,8.5,7.0,30.0
quận 7 sales assistant,4,13.875,13.5,12.0,16.0
cộng tác viên kinh doanh,7,13.857142857142858,15.0,0.0,40.0
kỹ sư kinh doanh,10,13.85,13.5,8.0,25.0
nhân viên tư vấn giáo dục,2,13.85,8.5,7.0,30.0
chuyên viên sale online,3,13.833333333333334,15.0,8.0,18.0
chuyên viên tư vấn du học,3,13.833333333333334,14.0,8.0,20.0
chuyên viên tư vấn giáo dục thu nhập từ 13 triệu tháng,18,13.833333333333334,14.0,13.0,15.0
giám sát dự án,3,13.833333333333334,14.0,10.0,18.0
nhân viên giám sát kỹ thuật,3,13.833333333333334,12.0,10.0,20.0
nhân viên logistics,9,13.833333333333334,12.5,10.0,20.0
nhân viên quay phim,6,13.833333333333334,12.5,10.0,18.0
product marketing executive,3,13.833333333333334,14.0,12.0,16.0
trình dược viên otc toàn quốc,3,13.833333333333334,14.5,9.0,20.0
nhân viên digital marketing,56,13.830357142857142,13.0,5.0,30.0
nhân viên kế toán giá thành,11,13.818181818181818,14.0,0.0,20.0
chuyên viên seo marketing,5,13.8,14.5,10.0,17.0
quản lý kho,15,13.8,13.5,6.0,25.0
chuyên viên khách hàng cá nhân hải phòng,2,13.75,12.5,10.0,20.0
chuyên viên kinh doanh thiết bị điện tử đồ nội thất,2,13.75,12.5,10.0,18.0
chuyên viên kinh doanh và phát triển thị trường,2,13.75,12.5,7.0,20.0
chuyên viên marketing sự kiện event marketing,2,13.75,13.5,13.0,15.0
chuyên viên phụ trách hợp đồng,2,13.75,12.5,11.0,17.0
chuyên viên tuyển sinh ocean edu nghĩa hưng thu nhập hấp dẫn từ 13 triệu tháng phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu bình giang thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu hiệp hòa thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu hà tĩnh thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu hòa mạc thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu hưng yên thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu nam sách thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu quỳnh phụ thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu tiên du thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu tiền hải thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu việt yên thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu yên mỹ thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên tư vấn giáo dục ocean edu đông hưng thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,2,13.75,13.5,13.0,15.0
chuyên viên ứng dụng ai,2,13.75,12.5,10.0,18.0
customer service specialist,2,13.75,13.5,10.0,18.0
kế toán xây dựng,2,13.75,12.5,10.0,18.0
kỹ sư công nghệ,2,13.75,12.5,10.0,20.0
lễ tân tiếng trung,1,13.75,13.75,12.5,15.0
media planner,2,13.75,11.5,0.0,23.0
nhân viên bán hàng thị trường đi làm ngay,2,13.75,12.5,10.0,20.0
nhân viên dựng phim,2,13.75,12.5,10.0,20.0
nhân viên kinh doanh khu vực thái bình,2,13.75,10.0,8.0,20.0
nhân viên kinh doanh thu nhập lên đến 20tr,2,13.75,13.5,7.0,20.0
nhân viên kinh doanh tư vấn chốt đơn hàng bắc ninh,1,13.75,13.75,7.5,20.0
nhân viên kinh doanh xe tải tư vấn bán hàng xe tải làm việc tại bến lức,1,13.75,13.75,7.5,20.0
nhân viên phiên dịch tiếng hoa,2,13.75,12.5,10.0,18.0
nhân viên phối màu,2,13.75,12.5,10.0,18.0
nhân viên quay dựng video,14,13.75,13.0,8.0,20.0
nhân viên thiết kế chi tiết,2,13.75,13.5,12.0,15.0
nhân viên tư vấn bán hàng qua điện thoại telesales thu nhập trên 10 triệu,2,13.75,12.5,10.0,20.0
nhân viên tư vấn bán hàng xe ô tô khu vực long khánh long thành,1,13.75,13.75,7.5,20.0
nhân viên tư vấn tài chính qua điện thoại,2,13.75,12.5,10.0,20.0
payment development executive,1,13.75,13.75,12.5,15.0
quản lý kênh thương mại điện tử,2,13.75,13.5,12.0,16.0
seo executive,2,13.75,10.0,8.0,20.0
trình dược viên kênh otc kv miền nam từ bình định đến cà mau,1,13.75,13.75,7.5,20.0
trưởng nhóm hành chính nhân sự,4,13.75,12.5,0.0,25.0
tư vấn bán hàng xe du lịch nhân viên kinh doanh xe,1,13.75,13.75,7.5,20.0
tư vấn tuyển sinh,8,13.75,10.0,7.0,30.0
tổ trưởng chuyền may,2,13.75,12.5,10.0,20.0
video editor,43,13.744186046511627,13.0,0.0,37.5
biên tập viên,5,13.7,15.0,3.0,22.0
nhân viên design,5,13.7,12.5,9.0,25.0
nhân viên kinh doanh kênh b2b,5,13.7,13.5,10.0,20.0
trợ lý dự án,10,13.7,13.5,7.0,20.0
chuyên viên dinh dưỡng,3,13.666666666666666,13.0,9.0,18.0
chuyên viên kế toán thuế sản xuất,3,13.666666666666666,14.0,11.0,15.0
ecommerce executive,3,13.666666666666666,12.5,8.0,20.0
nhân viên bán hàng kênh gt,3,13.666666666666666,14.0,10.0,18.0
nhân viên kế toán tài chính,3,13.666666666666666,13.5,12.0,16.0
nhân viên sale phát triển thị trường,3,13.666666666666666,13.0,10.0,20.0
pricing staff,3,13.666666666666666,14.5,8.0,20.0
nhân viên tư vấn chăm sóc khách hàng,10,13.65,13.5,7.0,30.0
nhân viên cơ khí,16,13.640625,11.0,5.0,80.0
trình dược viên kênh otc,19,13.63157894736842,14.0,8.0,30.0
nhân viên kinh doanh hcm,4,13.625,11.5,9.0,25.0
cửa hàng trưởng,47,13.617021276595745,13.0,7.0,30.0
chuyên viên c b,25,13.6,13.5,9.0,20.0
nhân viên sales logistics,5,13.6,13.5,6.0,30.0
chủ nhiệm lớp anh ngữ thu nhập từ 13 triệu tháng,11,13.590909090909092,13.5,13.0,15.0
chuyên viên tập sự khách hàng cá nhân cn nghi sơn,3,13.583333333333334,10.0,2.5,35.0
chuyên viên nhân sự,49,13.56122448979592,13.0,0.0,30.0
kỹ thuật viên bảo trì,10,13.54,13.5,8.0,20.0
111653 sales deputy manager interior equipment,1,13.5,13.5,12.0,15.0
admin quản lý agency,1,13.5,13.5,12.0,15.0
admin quản lý tài sản,1,13.5,13.5,12.0,15.0
assistant factory manager,1,13.5,13.5,12.0,15.0
brand content specialist,1,13.5,13.5,12.0,15.0
bình định phụ trách vận hành chi nhánh,1,13.5,13.5,12.0,15.0
bến cát bd nhân viên bán hàng pepsi,1,13.5,13.5,10.0,17.0
chuyên viên audit mảng hồ sơ lao động,1,13.5,13.5,12.0,15.0
chuyên viên branding social,1,13.5,13.5,12.0,15.0
chuyên viên branding social lĩnh vực mỹ phẩm,1,13.5,13.5,12.0,15.0
chuyên viên bảo trì,3,13.5,14.0,10.0,18.0
chuyên viên cao cấp chuyên viên khách hàng cá nhân thanh hóa,1,13.5,13.5,12.0,15.0
chuyên viên cao cấp qhkh doanh nghiệp kv cần thơ,2,13.5,13.0,8.0,18.0
chuyên viên chuyên viên cao cấp tư vấn đầu tư chứng khoán khách hàng cá nhân,1,13.5,13.5,7.0,20.0
chuyên viên chuyên viên cao cấp tư vấn đầu tư khcn,1,13.5,13.5,7.0,20.0
chuyên viên chính mua sắm,1,13.5,13.5,12.0,15.0
chuyên viên chính điều tra gian lận,1,13.5,13.5,12.0,15.0
chuyên viên chăm sóc khách hàng bất động sản nghệ an,1,13.5,13.5,10.0,17.0
chuyên viên content creator,2,13.5,13.5,12.0,15.0
chuyên viên content marketing mảng giáo dục lương upto 15 triệu,1,13.5,13.5,12.0,15.0
chuyên viên cvcc khách hàng doanh nghiệp cần thơ,1,13.5,13.5,9.0,18.0
chuyên viên dự án môi trường thu nhập đến 20 triệu,1,13.5,13.5,7.0,20.0
chuyên viên giấy phép,1,13.5,13.5,12.0,15.0
chuyên viên graphic designer,1,13.5,13.5,12.0,15.0
chuyên viên hành chính nhân sự mức lương 12 15m,1,13.5,13.5,12.0,15.0
chuyên viên iso chuyên viên quản trị hệ thống,1,13.5,13.5,12.0,15.0
chuyên viên it phát triển công nghệ,1,13.5,13.5,12.0,15.0
chuyên viên khách hàng cá nhân thanh hóa nghệ an hà tĩnh,1,13.5,13.5,12.0,15.0
chuyên viên khối lượng,1,13.5,13.5,12.0,15.0
chuyên viên kinh doanh bđs tâm linh,1,13.5,13.5,7.0,20.0
chuyên viên kinh doanh cần thơ,2,13.5,13.5,7.0,20.0
chuyên viên kinh doanh hàng gia dụng đức,1,13.5,13.5,7.0,20.0
chuyên viên kinh doanh ngành thực phẩm chức năng,1,13.5,13.5,7.0,20.0
chuyên viên kinh doanh omx cần thơ,1,13.5,13.5,7.0,20.0
chuyên viên kinh doanh phát triển thị trường,2,13.5,12.5,9.0,20.0
chuyên viên kinh doanh và thiết kế,1,13.5,13.5,12.0,15.0
chuyên viên kinh doanh xe máy điện,1,13.5,13.5,7.0,20.0
chuyên viên kinh doanh điều hành tour nội địa,1,13.5,13.5,10.0,17.0
chuyên viên kinh doanh – mảng định cư du học,1,13.5,13.5,12.0,15.0
chuyên viên kiểm soát chất lượng và nghiên cứu sản phẩm,1,13.5,13.5,12.0,15.0
chuyên viên kiểm soát nhiễm khuẩn,1,13.5,13.5,12.0,15.0
chuyên viên kế toán chi nhánh,1,13.5,13.5,12.0,15.0
chuyên viên kế toán chi nhánh hà nội,1,13.5,13.5,12.0,15.0
chuyên viên kế toán chi nhánh hồ chí minh,1,13.5,13.5,12.0,15.0
chuyên viên kế toán kế toán thuế có chứng chỉ acc,1,13.5,13.5,12.0,15.0
chuyên viên lao động tiền lương,2,13.5,13.5,12.0,15.0
chuyên viên marketing lương từ 13 triệu phỏng vấn đi làm ngay,3,13.5,13.5,13.0,14.0
chuyên viên marketing tiktok shopee,1,13.5,13.5,12.0,15.0
chuyên viên media marketing,1,13.5,13.5,12.0,15.0
chuyên viên media video editor,3,13.5,12.5,10.0,18.0
chuyên viên mua hàng sourcing,1,13.5,13.5,12.0,15.0
chuyên viên mua hàng tiếng anh,1,13.5,13.5,12.0,15.0
chuyên viên nghiên cứu thị trường bất động sản,2,13.5,13.5,12.0,15.0
chuyên viên nghiên cứu và phát triển thực phẩm,1,13.5,13.5,12.0,15.0
chuyên viên nhân sự hành chính,1,13.5,13.5,12.0,15.0
chuyên viên nhân viên chứng từ xuất nhập khẩu,2,13.5,13.5,12.0,15.0
chuyên viên pháp chế ocean edu hội sở,2,13.5,13.5,12.0,15.0
chuyên viên phát triển kênh etc kiêm quản lý đấu thầu,1,13.5,13.5,12.0,15.0
chuyên viên phát triển sản phẩm tiếng trung,2,13.5,13.5,12.0,15.0
chuyên viên phát triển văn hóa doanh nghiệp,1,13.5,13.5,12.0,15.0
chuyên viên phân tích hoá nghiệm,1,13.5,13.5,10.0,17.0
chuyên viên phụ trách nhân sự,1,13.5,13.5,12.0,15.0
chuyên viên phụ trách đoàn khám,1,13.5,13.5,12.0,15.0
chuyên viên product designer,1,13.5,13.5,12.0,15.0
chuyên viên quan hệ khách hàng ngân hàng quốc tế singapore,1,13.5,13.5,7.0,20.0
chuyên viên quay dựng tiktok video editor,2,13.5,13.5,12.0,15.0
chuyên viên quản lý dự án xây dựng,1,13.5,13.5,12.0,15.0
chuyên viên quản lý kho phụ tùng,1,13.5,13.5,12.0,15.0
chuyên viên quản lý phần mềm ứng dụng,1,13.5,13.5,12.0,15.0
chuyên viên sale admin ocean edu hội sở,1,13.5,13.5,12.0,15.0
chuyên viên sales,2,13.5,12.5,10.0,17.0
chuyên viên sales xuất khẩu,1,13.5,13.5,12.0,15.0
chuyên viên sàn thương mại điện tử,3,13.5,15.0,9.0,20.0
chuyên viên sản phẩm giải pháp phần mềm trong y tế,1,13.5,13.5,12.0,15.0
chuyên viên thiết kế media,1,13.5,13.5,12.0,15.0
chuyên viên thiết kế quay dựng,2,13.5,13.5,12.0,15.0
chuyên viên thiết kế trang sức,1,13.5,13.5,7.0,20.0
chuyên viên thiết kế đồ hoạ,3,13.5,13.5,4.0,25.0
chuyên viên thu mua nông sản,1,13.5,13.5,12.0,15.0
chuyên viên thương mại điện tử,2,13.5,9.5,9.0,20.0
