job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
chuyên viên tiền,1,13.5,13.5,13.0,14.0
chuyên viên tuyển dụng long biên,1,13.5,13.5,12.0,15.0
chuyên viên tuyển dụng lương 15 triệu,1,13.5,13.5,12.0,15.0
chuyên viên tuyển dụng nhân sự,1,13.5,13.5,12.0,15.0
chuyên viên tuyển dụng điều phối giáo viên,1,13.5,13.5,12.0,15.0
chuyên viên tuyển dụng đào tạo và truyền thông,1,13.5,13.5,11.0,16.0
chuyên viên tuyển dụng đào tạo đi làm ngay,1,13.5,13.5,12.0,15.0
chuyên viên tuyển sinh oe phù lỗ sóc sơn,1,13.5,13.5,12.0,15.0
chuyên viên tuyển sinh thu nhập từ 13 triệu tháng,2,13.5,13.5,13.0,14.0
chuyên viên tài chính doanh nghiệp,1,13.5,13.5,12.0,15.0
chuyên viên tư vấn giáo dục hạ long,1,13.5,13.5,7.0,20.0
chuyên viên tư vấn giáo dục ocean edu ba la thu nhập từ 14 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu bãi cháy thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu bình giang lương từ 13 triệu tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu chúc sơn thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu cẩm phả 2 thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu cẩm phả thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu dương nội thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu dương nội thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu gia lộc thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu giao thủy thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu hưng hà thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu hạ long 2 thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khoái châu thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực bắc giang thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực bắc ninh thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực hưng yên,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực nam định thái bình,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực ninh bình 3 thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực quảng ninh hải phòng thu nhập từ 13tr tháng,2,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực thái nguyên thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực vĩnh phúc phú thọ,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu khu vực yên khánh thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu kiến an thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu kiễn xương thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu lương tài thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu nam trực thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu ngọc hồi thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu phố nối thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu phổ yên lương từ 13 triệu tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu pleiku lương từ 13 triệu tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu quảng yên thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu thanh hà thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu thanh miện thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu thái thụy thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu thường tín thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu thủy nguyên thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu tiên du lương từ 13 triệu tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu tân triều thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu tân yên thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu từ sơn 2 thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu từ sơn thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu uông bí thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu vân đình thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu vụ bản,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu ân thi thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu điện biên thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu đà nẵng thu nhập từ 13 triệu trở lên phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục ocean edu đông triều thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn giáo dục thu nhập từ 13tr tháng,1,13.5,13.5,13.0,14.0
chuyên viên tư vấn thu nhập 7m 20m,1,13.5,13.5,7.0,20.0
chuyên viên tư vấn tài chính liên kết ngân hàng tpbank cho dự án bsc,1,13.5,13.5,9.0,18.0
chuyên viên tư vấn đầu tư khcn,6,13.5,13.5,7.0,20.0
chuyên viên tư vấn đầu tư và định cư du học,1,13.5,13.5,12.0,15.0
chuyên viên điều phối học thuật,1,13.5,13.5,12.0,15.0
chuyên viên điện,1,13.5,13.5,12.0,15.0
chuyên viên đào tạo hội nhập – truyền thông văn hóa doanh nghiệp,2,13.5,13.5,12.0,15.0
chuyên viên đào tạo sản phẩm,1,13.5,13.5,12.0,15.0
chuyên viên đào tạo và truyền thông,1,13.5,13.5,12.0,15.0
chuyên viên đào tạo đi làm ngay,1,13.5,13.5,12.0,15.0
chăm sóc khách hàng tiếng trung hsk 5 trở lên,1,13.5,13.5,12.0,15.0
community manager,1,13.5,13.5,12.0,15.0
customer service tuyển chăm sóc khách hàng line tiếng anh cho sản phẩm viễn thông của mỹ,1,13.5,13.5,12.0,15.0
cán bộ giám sát thi công,1,13.5,13.5,12.0,15.0
cán bộ hồ sơ y tế,1,13.5,13.5,12.0,15.0
cán bộ kĩ thuật hiện trường,1,13.5,13.5,12.0,15.0
cán bộ kỹ thuật công trình lương từ 10 17 triệu,1,13.5,13.5,10.0,17.0
cán bộ kỹ thuật công trình lương từ 10 17 triệu làm việc ở khánh hòa,1,13.5,13.5,10.0,17.0
cán bộ phụ trách an toàn lao động công trường,1,13.5,13.5,12.0,15.0
cán bộ phụ trách qc qs,1,13.5,13.5,12.0,15.0
cầu giấy nhân viên telesale ngân hàng quốc tế không yêu cầu kinh nghiệm thu nhập 7 20 triệu,1,13.5,13.5,7.0,20.0
cầu giấy nhân viên trực tổng đài line tiếng anh cho sản phẩm viễn thông của mỹ,1,13.5,13.5,12.0,15.0
cầu giấy tổng đài viên line tiếng anh cho sản phẩm viễn thông của mỹ,1,13.5,13.5,12.0,15.0
cộng tác viên kinh doanh thu nhập 12 15tr,3,13.5,13.5,12.0,15.0
của hàng trưởng,1,13.5,13.5,11.0,16.0
cửa hàng trưởng aeon mall tânphú,1,13.5,13.5,12.0,15.0
cửa hàng trưởng aeon tân phú tphcm,1,13.5,13.5,12.0,15.0
cửa hàng trưởng go hà nam,1,13.5,13.5,12.0,15.0
cửa hàng trưởng khu vui chơi bắc giang,1,13.5,13.5,12.0,15.0
cửa hàng trưởng vincom bắc giang,1,13.5,13.5,12.0,15.0
digital crm marketing,1,13.5,13.5,12.0,15.0
digital marketing thu nhập 12 15 triệu,1,13.5,13.5,12.0,15.0
digital performance marketing executive,1,13.5,13.5,12.0,15.0
dĩ an bd nhân viên bán hàng pepsi,1,13.5,13.5,10.0,17.0
ecommerce executive senior,1,13.5,13.5,12.0,15.0
editor,2,13.5,11.0,7.0,18.0
editor quản lý tiktok,1,13.5,13.5,12.0,15.0
editor tiktok,1,13.5,13.5,12.0,15.0
fpt cầu giấy nhân viên kỹ thuật,1,13.5,13.5,7.0,20.0
giám sát bán hàng hàng tiêu dùng,1,13.5,13.5,12.0,15.0
giám sát chuyên môn tiếng anh sau tết đi làm,1,13.5,13.5,12.0,15.0
giám sát công trình lương cơ bản trên 12 triệu,1,13.5,13.5,12.0,15.0
giám sát công trình quảng nam đà nẵng,1,13.5,13.5,12.0,15.0
giám sát hiệu chuẩn làm việc tại tp hcm,1,13.5,13.5,12.0,15.0
giám sát kinh doanh gt,1,13.5,13.5,9.0,18.0
giám sát kinh doanh kênh gt toàn quốc,1,13.5,13.5,13.0,14.0
giám sát kỹ thuật bảo trì,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh cao thắng,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh lê văn quới,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh lũy bán bích,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh nguyễn thị thập,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh quang trung,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh thủ đức,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh trương vĩnh ký,1,13.5,13.5,12.0,15.0
giám sát nhà hàng chi nhánh đặng nguyên cẩn,1,13.5,13.5,12.0,15.0
giám sát tiệc thu nhập lên đến 15tr,1,13.5,13.5,12.0,15.0
giám sát tư vấn qua điện thoại telemarketing supervisor,1,13.5,13.5,12.0,15.0
giám sát vận hành,1,13.5,13.5,12.0,15.0
giám sát vận hành tại hà nội,1,13.5,13.5,12.0,15.0
giám sát vận tải,1,13.5,13.5,12.0,15.0
giám định viên kế toán kiểm toán,1,13.5,13.5,12.0,15.0
giám định viên xây dựng tại hà nội,1,13.5,13.5,12.0,15.0
giáo viên tiếng nhật full time,1,13.5,13.5,12.0,15.0
giảng viên tâm lý học,1,13.5,13.5,12.0,15.0
graphic design,1,13.5,13.5,12.0,15.0
graphic designer mạnh packaging,1,13.5,13.5,12.0,15.0
hcm crm loyalty executive customer relation management loyalty executive,1,13.5,13.5,12.0,15.0
hn306 nhân viên mua hàng tiếng nhật hà nam 12 15tr,1,13.5,13.5,12.0,15.0
hr c b generalist officer,1,13.5,13.5,12.0,15.0
hr staff,2,13.5,13.5,12.0,15.0
hà nội service trainer,1,13.5,13.5,12.0,15.0
học viên chụp ảnh,1,13.5,13.5,12.0,15.0
japanese interpreter translator n2,1,13.5,13.5,12.0,15.0
job tiếng anh nhân viên chăm sóc khách hàng nhà mạng viễn thông mỹ,1,13.5,13.5,12.0,15.0
jobs tiếng anh nhân viên cskh thu nhập từ 14m nô,1,13.5,13.5,12.0,15.0
kho thành phẩm,1,13.5,13.5,11.0,16.0
khối trưởng mầm non,1,13.5,13.5,12.0,15.0
kiến trúc sư không yêu cầu kinh nghiệm,1,13.5,13.5,12.0,15.0
kiến trúc sư kỹ thuật revit id25706,1,13.5,13.5,12.0,15.0
kiểm soát viên cao cấp kv hồ chí minh,1,13.5,13.5,11.0,16.0
kỹ sư xây dựng làm việc hải phòng,1,13.5,13.5,12.0,15.0
kê toán viên,1,13.5,13.5,12.0,15.0
kĩ sư công nghệ sợi,1,13.5,13.5,12.0,15.0
kĩ sư r d điện điện tử,1,13.5,13.5,12.0,15.0
kĩ sư thiết kế dây chuyền tự động hóa,1,13.5,13.5,12.0,15.0
kĩ sư thiết kế hệ thống nước,1,13.5,13.5,9.0,18.0
kĩ sư thiết kế điện,1,13.5,13.5,9.0,18.0
kĩ sư thiết kế điện nước,1,13.5,13.5,9.0,18.0
kĩ sư thiết kế điện nước tại hải phòng,1,13.5,13.5,9.0,18.0
kế toán có kinh nghiệm ngành cửa và thành thạo misa amis,1,13.5,13.5,12.0,15.0
kế toán công nợ làm việc ở hà nội,1,13.5,13.5,12.0,15.0
kế toán nhà máy kiêm trợ lý kinh doanh,1,13.5,13.5,12.0,15.0
kế toán nội bộ kiêm hành chính nhân sự,1,13.5,13.5,12.0,15.0
kế toán thuế kinh nghiệm 3 năm thu nhập đến 15 triệu,1,13.5,13.5,12.0,15.0
kế toán thuế kinh nghiệm thu nhập tới 15m,1,13.5,13.5,12.0,15.0
kế toán thuế lương đến 15 triệu,1,13.5,13.5,12.0,15.0
kế toán tổng hợp chi nhánh bình dương,2,13.5,13.5,12.0,15.0
kế toán tổng hợp kiêm hành chính nhân sự,2,13.5,13.5,12.0,15.0
kế toán tổng hợp long an,1,13.5,13.5,12.0,15.0
kế toán tổng hợp làm việc tại hcm,1,13.5,13.5,11.0,16.0
kế toán tổng hợp lương 12 15 triệu,1,13.5,13.5,12.0,15.0
kế toán tổng hợp mảng xây dựng bất động sản,1,13.5,13.5,12.0,15.0
kế toán tổng hợp sản xuất,1,13.5,13.5,12.0,15.0
kế toán tổng hợp thu nhập từ 15 triệu,1,13.5,13.5,12.0,15.0
kế toán tổng hợp tại hàm thuận bắc tỉnh bình thuận,1,13.5,13.5,12.0,15.0
kế toán xuất nhập khẩu,1,13.5,13.5,12.0,15.0
kỹ sư bảo trì cơ khí,1,13.5,13.5,12.0,15.0
kỹ sư bảo trì điện công nghiệp sửa chữa bảo trì máy công nghiệp,1,13.5,13.5,12.0,15.0
kỹ sư công nghệ sợi,2,13.5,13.5,12.0,15.0
kỹ sư kinh tế xây dựng dự toán,1,13.5,13.5,10.0,17.0
kỹ sư kế hoạch,1,13.5,13.5,12.0,15.0
kỹ sư kết cấu mep,1,13.5,13.5,12.0,15.0
kỹ sư lập trình vận hành robot,1,13.5,13.5,12.0,15.0
kỹ sư nội nghiệp dự toán,1,13.5,13.5,12.0,15.0
kỹ sư qc,1,13.5,13.5,12.0,15.0
kỹ sư qs dự toán,1,13.5,13.5,12.0,15.0
kỹ sư qs mep làm việc tại văn phòng,1,13.5,13.5,12.0,15.0
kỹ sư r d tiếng nhật n3 trở lên,1,13.5,13.5,11.0,16.0
kỹ sư shop drawing mep,1,13.5,13.5,12.0,15.0
kỹ sư thiết bị test aoi,1,13.5,13.5,10.0,17.0
kỹ sư thiết kế htkt cấp thoát nước,1,13.5,13.5,12.0,15.0
kỹ sư thiết kế jig,1,13.5,13.5,12.0,15.0
kỹ sư tự động hóa núi thành quảng nam,1,13.5,13.5,12.0,15.0
kỹ sư xây dựng 1 năm kinh nghiệm,1,13.5,13.5,12.0,15.0
kỹ sư điện dân dụng,1,13.5,13.5,12.0,15.0
kỹ sư điện giám sát m e,1,13.5,13.5,12.0,15.0
kỹ sư điện làm việc tại hưng yên,1,13.5,13.5,12.0,15.0
kỹ sư điện mep,1,13.5,13.5,12.0,15.0
kỹ sư điện thi công công trình,2,13.5,13.5,12.0,15.0
kỹ sư điện – batcher trạm bê tông,1,13.5,13.5,12.0,15.0
kỹ thuật bảo hành,1,13.5,13.5,7.0,20.0
kỹ thuật cài đặt ứng dụng nhà thông minh,1,13.5,13.5,12.0,15.0
kỹ thuật khuôn nhựa,1,13.5,13.5,12.0,15.0
kỹ thuật khuôn đột dập,1,13.5,13.5,12.0,15.0
kỹ thuật máy nhựa,1,13.5,13.5,12.0,15.0
kỹ thuật mảng tuabin máy phát,1,13.5,13.5,10.0,17.0
kỹ thuật sản xuất tiếng nhật n3 cứng,1,13.5,13.5,13.0,14.0
kỹ thuật trắc đạc công trình,1,13.5,13.5,12.0,15.0
kỹ thuật viên lắp đặt âm thanh,1,13.5,13.5,12.0,15.0
kỹ thuật viên sửa chữa thiết bị điện tử,1,13.5,13.5,12.0,15.0
kỹ thuật viên sửa chữa xe công trình,1,13.5,13.5,12.0,15.0
kỹ thuật viên sửa chữa điện tử,2,13.5,13.5,12.0,15.0
kỹ thuật viên tuabin máy phát,1,13.5,13.5,10.0,17.0
kỹ thuật viên xe ôtô tải,1,13.5,13.5,12.0,15.0
kỹ thuật xưởng gia công cnc,1,13.5,13.5,12.0,15.0
kỹ thuật điện,4,13.5,12.5,10.0,20.0
kỹ thuật đúc,1,13.5,13.5,11.0,16.0
lead fb ads,1,13.5,13.5,12.0,15.0
lead tiktok ads,1,13.5,13.5,12.0,15.0
learning development,1,13.5,13.5,12.0,15.0
learning development executive,1,13.5,13.5,12.0,15.0
livestream,1,13.5,13.5,7.0,20.0
lái xe tải bằng b2,1,13.5,13.5,11.0,16.0
lập trình viên mobile,1,13.5,13.5,5.0,22.0
marketing customer service staff,1,13.5,13.5,12.0,15.0
marketing facebook ads,5,13.5,15.0,8.0,25.0
media,1,13.5,13.5,12.0,15.0
media designer,1,13.5,13.5,12.0,15.0
medical representative hcm,1,13.5,13.5,12.0,15.0
medical representative hn,1,13.5,13.5,12.0,15.0
merchandiser may mặc,1,13.5,13.5,12.0,15.0
mua hàng,1,13.5,13.5,12.0,15.0
nam nhân viên kinh doanh phát triển dự án,1,13.5,13.5,12.0,15.0
nam nhân viên kế toán công trình,1,13.5,13.5,12.0,15.0
nhân viên an toàn lao động và pccc iso,1,13.5,13.5,12.0,15.0
nhân viên ban kiểm toán nội bộ,1,13.5,13.5,12.0,15.0
nhân viên ban kiểm tra giám sát,1,13.5,13.5,12.0,15.0
nhân viên biên dịch tài liệu tiếng trung,1,13.5,13.5,12.0,15.0
nhân viên biên phiên dịch tiếng trung,2,13.5,10.5,9.0,18.0
nhân viên booking kols kocs,1,13.5,13.5,12.0,15.0
nhân viên brand social marketing,1,13.5,13.5,12.0,15.0
nhân viên bán hàng biết tiếng anh,1,13.5,13.5,12.0,15.0
nhân viên bán hàng lưu động,1,13.5,13.5,12.0,15.0
nhân viên bán hàng p g kênh tạp hóa,2,13.5,13.5,10.0,17.0
nhân viên bán hàng qua điện thoại sản phẩm sữa dinh dưỡng,1,13.5,13.5,7.0,20.0
nhân viên bán hàng tại cửa hàng bình dương,1,13.5,13.5,7.0,20.0
nhân viên bán hàng viễn thông tại trà cú,1,13.5,13.5,7.0,20.0
nhân viên bán thuốc tây quận tân bình quận 10,1,13.5,13.5,7.0,20.0
nhân viên bóc tách báo giá,1,13.5,13.5,12.0,15.0
nhân viên bảo trì sửa chữa tại công trường,1,13.5,13.5,11.0,16.0
nhân viên bảo trì điện kcn sóng thần 1,1,13.5,13.5,12.0,15.0
nhân viên bảo vệ ngân hàng,1,13.5,13.5,12.0,15.0
nhân viên chuyên trách phòng cháy chữa cháy,1,13.5,13.5,12.0,15.0
nhân viên chuyên viên tư vấn tuyển sinh,1,13.5,13.5,7.0,20.0
nhân viên chính sách và phúc lợi,1,13.5,13.5,12.0,15.0
nhân viên chăm sóc khách hàng khu đô thị,1,13.5,13.5,10.0,17.0
nhân viên chăm sóc khách hàng kênh b2b,1,13.5,13.5,12.0,15.0
nhân viên chăm sóc khách hàng tại tân bình,1,13.5,13.5,7.0,20.0
nhân viên chạy quảng cáo facebook,1,13.5,13.5,12.0,15.0
nhân viên chạy quảng cáo google,1,13.5,13.5,12.0,15.0
nhân viên chạy quảng cáo thủ đức,1,13.5,13.5,10.0,17.0
nhân viên chế độ chính sách,1,13.5,13.5,12.0,15.0
nhân viên chụp ảnh studio photographer,1,13.5,13.5,12.0,15.0
nhân viên chứng từ chăm sóc khách hàng đi làm ngay thu nhập từ 12 triệu trở lên,1,13.5,13.5,12.0,15.0
nhân viên content fb ads,2,13.5,13.5,12.0,15.0
nhân viên content fitness influencer,1,13.5,13.5,12.0,15.0
nhân viên content marketing 2 năm kinh nghiệm hà nội,1,13.5,13.5,12.0,15.0
nhân viên cskh và giải quyết khiếu nại,1,13.5,13.5,12.0,15.0
nhân viên cơ khí bảo trì nhận việc ngay,1,13.5,13.5,12.0,15.0
nhân viên cơ khí tại bến lức,1,13.5,13.5,12.0,15.0
nhân viên cơ điện bảo trì máy,1,13.5,13.5,12.0,15.0
nhân viên cấp phép bản quyền âm nhạc,1,13.5,13.5,12.0,15.0
nhân viên data analyst,1,13.5,13.5,12.0,15.0
