job_title,so_viec_lam
kỹ sư điện nước và phòng cháy chữa cháy,1
nhân viên kinh doanh mảng truyền thông sales biết tiếng anh,1
nhân viên pha chế thương hiệu califresh part time full time,1
nhân viên tư vấn căn hộ có hỗ trợ data marketing,1
nhân viên kinh doanh thị trường trình dược viên otc khu vực miền tây,1
nhân viên tư vấn thẩm mỹ viện spa,1
chuyên viên mua hàng thực phẩm nhà hàng khách sạn,1
trưởng phòng kinh doanh hóa chất,1
kiến trúc sư triển khai 3d,1
kỹ thuật viên trưởng bảo trì,1
nhân viên kinh doanh xe tải tư vấn bán hàng xe tải làm việc tại bến lức,1
tổ trưởng quản lý sản xuất long an,1
nhân viên kinh doanh mảng dự án,1
cừa hàng trưởng thời trang,1
nhân viên telesales mảng hóa chất,1
chuyên viên tư vấn bảo hiểm kênh đối tác ngân hàng shinhan starlake,1
nhân viên pha chế nhận việc ngay,1
sale kinh doanh bđs,1
kỹ sư kỹ thuật smt,1
trưởng phòng marketing từ 5 năm kinh nghiệm upto 23m gross,1
phiên dịch tiếng thái lan có xe đưa đón từ hà nội lên vĩnh phúc,1
giám sát pg pb,1
key account development,1
nhân viên giải trí animator tiếng nga,1
trưởng phòng call center,1
giám sát kinh doanh kênh xe máy tại bạc liêu,1
lễ tân tiếng trung,1
lao động phổ thông đi làm ngay,1
overseas coordinator,1
chuyên viên kinh doanh website hà nội,1
chuyên viên kinh doanh và chăm sóc khách hàng,1
tuyển dụng nhân viên tư vấn dự án ngân hàng quốc tế singapore,1
nhân viên kinh doanh thị trường miền tây miền đông,1
chuyên viên đào tạo tại quảng ninh,1
social commerce planner melive,1
long an nhân viên tư vấn trả góp kênh xe máy,1
sales fresher,1
nhân viên phiên dịch kiêm trợ lý tiếng trung,1
chuyên viên kinh doanh phần mềm tmđt fnb thu nhập upto 15tr chấp nhận sinh viên mới ra trường,1
nhân viên telesale tư vấn mảng thẻ cho ngân hàng quốc tế singapore không yêu cầu kinh nghiệm làm tại cầu giấy,1
giám đốc khối chất lượng,1
trưởng phòng kinh doanh thanh hóa,1
nhân viên kinh doanh thu nhập lên tới 25 triệu,1
nhân viên uốn vòm nhôm kính,1
trưởng phòng ecom,1
tuyển dụng nhân viên cskh dự án viettel kênh 198,1
kiểm tra sản phẩm,1
chuyên viên kinh doanh logistics tại hải phòng,1
quản lý showroom,1
cố vấn học tập,1
quản đốc xưởng gỗ nội thất hàng dự án trong nước,1
thợ cơ khí làm đồng xe tải,1
creative content executive,1
nhân viên chăm sóc khách hàng cho ngân hàng mb bank tại đống đa hà nội,1
hà nội nhân viên hỗ trợ thanh toán địa bàn sóc sơn cfi hni,1
nhân viên kỹ thuật pre sales up to 14 triệu đi làm ngay,1
giao dịch viên kv lâm đồng,1
sales khóa học tiếng anh cá nhân hóa,1
nhân viên sales admin ocean edu nghĩa hưng thu nhập hấp dẫn từ 13 triệu tháng,1
production planning leader,1
chuyên viên sản phẩm giải pháp phần mềm trong y tế,1
nhân viên kinh doanh tại quận 2,1
giám sát vận hành kho,1
nhân viên mạ điện,1
tuyển sale chăm sóc hàng hóa siêu thị đà nẵng,1
nhân viên tư vấn làm việc tại hà nội,1
chuyên viên tập sự khách hàng doanh nghiệp phòng giao dịch vân giang cn ninh bình,1
nhân viên livestream host livestream,1
nhân viên xử lý nợ địa bàn,1
content marketing từ 2 năm kinh nghiệm trở lên,1
giám đốc kinh doanh nội thất,1
recruitment manager,1
nhân viên chăm sóc khách hàng trực tổng đài shopee,1
chuyên viên event activation,1
trưởng phòng phát triển ai tuyển sinh online,1
kỹ thuật sản xuất tiếng nhật n3 cứng,1
trợ lý cửa hàng tại bình dương hồ chí minh,1
giám định viên xây dựng tại hà nội,1
nhân viên bán hàng quận 10,1
sales logistics executive manager,1
nhân viên công nghệ hiện trường,1
nhân viên tư vấn gói chăm sóc sức khỏe data có sẵn không đi thị trường,1
tài xế đưa đón bgđ,1
ngân hàng mb nhân viên tổng đài,1
kỹ thuật thiết kế cửa nhôm,1
kỹ sư vận hành máy,1
nhân viên kinh doanh tư vấn chốt đơn hàng bắc ninh,1
quản trị viên quản lý kho,1
kỹ sư me biết tiếng trung anh,1
lập trình viên mobile tại hà nội,1
nhân viên kinh doanh động cơ điện,1
giám đốc trung tâm chi nhánh hải phòng,1
phụ trách bếp ăn công ty,1
vĩnh long tổ trưởng tổ an toàn lao động,1
ai content creator intern,1
nhân viên văn phòng xưởng,1
chuyên viên đào tạo và phát triển văn hóa,1
nhà máy long khánh nhân viên bảo trì,1
109680 sales marketing staff real estate,1
graphic designer mạnh packaging,1
quản lý khai thác phát triển giày mẫu,1
tuyển dụng lập trình viên dev,1
tn328 chuyên viên an toàn lao động tràng bảng tây ninh upto20tr tiếng trung,1
quản lý cửa hàng bình dương,1
nhân viên kiểm duyệt hồ sơ đối tác viettel không yêu cầu kinh nghiệm,1
đồng nai nhân viên tư vấn trả góp tổng thu nhập 8 triệu trở lên,1
nhân viên kinh doanh bán hàng trực tiếp vũng tàu,1
nhân viên kế toán chiết khấu,1
chuyên viên tập sự khách hàng cá nhân phòng giao dịch hà huy tập cn nghệ an,1
giám đốc nhân sự tập đoàn,1
nhân viên sales admin nhận việc ngay,1
phú quốc chuyên viên quản lý nội thất dự án park hyatt,1
junior graduated developer,1
nhân viên kiểm soát chất lượng cuộc gọi call center,1
thực tập sinh tiếng trung,1
tân bình kế toán bán hàng,1
thực tập sinh vận hành máy,1
nhân viên tư vấn tín dụng kênh tiền mặt,1
nhân viên kế toán kiểm soát nội bộ tp hcm,1
cố vấn kinh doanh dịch vụ sửa chữa ô tô,1
trợ lý phiên dịch ca đêm,1
junior content,1
quản lý tiktok,1
nhân viên tư vấn bán hàng không áp doanh số,1
quyết toán thuế hải quan,1
chuyên viên khách hàng doanh nghiệp phòng giao dịch vân giang cn ninh bình,1
giám đốc chi nhánh làm việc tại đà nẵng,1
nhân viên bán hàng nhà mạng viettel,1
kế toán doanh thu thanh toán giá thành,1
nhân viên vận hành máy phay cnc đi làm ngay,1
chuyên viên qa nhà máy thực phẩm cầu diễn hà nội,1
nhân viên commercial stylist,1
bán hàng quốc tế tiếng trung,1
trưởng ban quản lý toà nhà,1
chuyên viên tập sự khách hàng doanh nghiệp cn phúc yên,1
nhân viên bán hàng biết tiếng anh,1
phú yên nhân viên hỗ trợ thanh toán tại địa bàn cfi py,1
nhân viên kinh doanh làm việc tại thái bình,1
nhân viên kinh doanh 3 nhà trọ,1
follow up customer service staff,1
việt trì phú thọ nhân viên hỗ trợ thanh toán tại địa bàn cfi pt,1
giáo viên tiêng tbn,1
social content marketing,1
nhân viên quản trị mạng,1
nhân viên tài chính doanh nghiệp,1
nhân viên chăm sóc khách hàng line ebank ngân hàng tpbank,1
tài xế bằng c,1
đội trưởng đội xe làm việc tại nhà máy hậu giang,1
kế toán tổng hợp ban kế toán tập đoàn,1
nhân viên hồ sơ khối lượng qs,1
chuyên viên tư vấn giáo dục ocean edu kiễn xương thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1
a an nhân viên kinh doanh thị trường,1
nhân viên tiếp thị kênh siêu thị bạc liêu,1
sale kênh gt đan phượng phúc thọ,1
import export manager,1
quản lý cửa hàng levi s dockers hà nội,1
sales đèn led id25740,1
nhân viên tư vấn bán hàng qua điện thoại telesales data có nhu cầu,1
hà nội nhân viên hỗ trợ thanh toán địa bàn gia lâm cfi hni,1
site engineer,1
nhân viên cad cam,1
kỹ sư qs lĩnh vực cơ điện,1
nhân viên diễn họa nội thất interior cg staff,1
giám đốc vận tải,1
nhân viên kinh doanh chuyên viên kinh doanh,1
nhân viên pr khoa học phú thọ vĩnh phúc yên bái,1
chuyên viên phát triển nhà đầu tư,1
nhân viên hỗ trợ thanh toán địa bàn khánh sơn cam ranh khánh hòa,1
deputy manager cửa hàng phó,1
senior admission specialist,1
nhân viên telesale khai thác sản phẩm,1
bsv nhân viên chăm sóc khách hàng viettel line 198 tân bình,1
trưởng nhóm đóng gói – hà nội,1
bình thuận bà rịa vũng tàu nhân viên hỗ trợ thanh toán tại địa bàn,1
kỹ thuật viên phay cnc,1
nhân viên logistic,1
116224 qc food specialist foods,1
nhân viên chứng từ xuất nhập khẩu làm việc tại fdi đà nẵng,1
kĩ thuật đội xe container,1
nhân viên tuyển dụng viện thẩm mỹ dr hải lê,1
chuyên viên vận hành giám sát đóng gói quà tết,1
nhân viên văn thư lưu trữ,1
nhân viên sinh quản phòng mẫu,1
nhân viên trực tổng đài dự án viettel 4g,1
trưởng phòng logistic,1
hcm senior digital marketing executive,1
quản lý cửa hàng tokyolife – gia lộc hải dương,1
giám sát nhà hàng chi nhánh trương vĩnh ký,1
chuyên viên chính điều tra gian lận,1
nhân viên bảo trì sửa chữa hệ thống,1
công nhân may balo túi xách tại hóc môn,1
kỹ sư nhiệt lạnh và cấp thoát nước,1
trưởng phòng marketting,1
giám sát bán hàng kênh gt khu vực tây ninh,1
chuyên viên khách hàng cá nhân phòng giao dịch hà huy tập cn nghệ an,1
nhân viên kỹ thuật điện bảo trì lắp đặt quạt trần,1
chuyên viên kinh doanh thẩm định giá,1
nhân viên digital marketing hồ chí minh,1
quản lý ca sản xuất làm việc theo ca 12h,1
trưởng nhóm tổ chức sự kiện,1
executive secretary to production director id25726,1
111054 digital marketing manager logistics,1
nhân viên kinh doanh khu vực thu nhập trên 20 triệu,1
nhân viên giao hàng nội thành hn,1
nhân viên bảo trì khuôn ép nhựa,1
nhân viên mkt kế hoạch chiến lược,1
chuyên viên quay dựng fitness,1
nhân viên tư vấn sản phẩm miền bắc,1
nhân viên kinh doanh fpt telecom quảng ngãi,1
nhân viên kinh doanh dịch vụ chi nhánh buôn ma thuột,1
nhân viên phục vụ nhà hàng tiệc cưới,1
công ty công nghệ epi việt nam tuyển dụng thực tập sinh khối business chuỗi cung ứng vận hành full time 2024,1
nhân viên telesales tư vấn chăm sóc khách hàng,1
trung tâm viettel telecom nhân viên tư vấn,1
nhân viên quảng cáo ngoài trời,1
tuyển kế toán tổng hợp nội bộ,1
chăm sóc khách hàng hn,1
chuyên viên xử lý đơn hàng thu nhập từ 11tr 18tr tháng,1
nhân viên telesales bất động sản,1
nhân viên telesales tại trà vinh,1
bình phước nhân viên hỗ trợ kinh doanh,1
nhân viên thiết kế bản vẽ shop drawing cơ điện,1
chuyên viên ub phòng giao dịch đức hòa cn long an,1
nhân viên kế toán hành chính chi nhánh bắc ninh,1
hcm chuyên viên đào tạo,1
quản lý giám sát nhà hàng,1
quản lý sản xuất cơ khí,1
chuyên viên chính cao cấp xử lý nợ hồ chí minh ta108,1
kỹ sư lập trình plc hmi camera vision,1
111089 architect staff or assistant manager real estate,1
chuyên viên tư vấn nha khoa,1
giám đốc công ty,1
trưởng nhóm thiết kế chế tạo,1
kĩ sư nông nghiệp,1
nhân viên hành chính nhân sự tại hà nội,1
nhân viên kinh doanh khu vực bình định gia lai đak nông,1
hcm marketing operations supervisor,1
nhân viên tổng đài 198 viettel xoay ca,1
nhân viên kinh doanh tại hà nội lương cứng đến 14tr5 hoa hồng,1
giám sát vệ sinh công nghiệp dầu giây đồng nai,1
kỹ sư qs hà nội,1
trưởng phòng marketing điểm đến,1
nhân viên kế hoạch tổng hợp,1
aeon maxvalu cửa hàng trưởng,1
nhân viên kế toán tiếng anh,1
nhân viên telesales tư vấn tuyển sinh kinh doanh thu nhập lên tới 23 triệu tháng,1
117160 sales staff machinery,1
nhân viên điều hành tour nội địa quốc tế,1
kỹ thuật viên pe,1
tuyển nhân viên hành chính tuyển dụng,1
nhân viên cứu hộ vận hành hồ bơi,1
senior fullstack dev,1
nhân viên kỹ thuật xử lý nước hoá chất xử lý nước,1
trợ lý kinh doanh có tiếng trung id17287,1
kỹ thuật viên bảo trì cơ khí,1
sofware tester,1
nhân viên chăm sóc khách hàng line tiếng anh thu nhập từ 10m,1
chuyên viên cao cấp qhkh cá nhân kv tp hồ chí minh,1
nhân viên bán hàng chuỗi cửa hàng winmart,1
nhân viên kinh doanh – kênh mt hà nội,1
nhân viên vận tải cấp cao,1
chăm sóc khách hàng dự án điện lạnh không doanh số thu nhập đến 7 3 triệu bình thạnh,1
chuyên viên phát triển hệ thống quản trị và chính sách nhân sự,1
nhân viên kinh doanh thị trường văn phòng phấm deli,1
senior talent acquisition,1
nhân viên tiện cnc làm việc tại nhơn trạch iii,1
nhân viên mua bán vật tư,1
nhân viên tư vấn kiêm cskh,1
nhân viên call center tổng đài viên bán hàng telesales thu nhập từ 15tr 25tr làm việc tại quận 3,1
nhân viên vận hành sàn thương mại điện tử biết tiếng trung,1
solution architect,1
quản lý phòng váy,1
bến cát bình dương nhân viên tư vấn trả góp,1
kỹ sư thiết kế nội thất,1
security solution trainee,1
nhân viên qa sản xuất,1
chuyên viên tư vấn giáo dục ocean edu nam trực thu nhập từ 13 triệu tháng phỏng vấn đi làm ngay,1
kỹ sư cảnh quan lương 15 20 triệu tháng,1
executive assistant to chief executive officer,1
110574 automatic controls engineer manufacturing,1
chuyên viên kinh doanh phần mềm sales b2b 2 3 năm,1
chuyên viên tập sự ub cn quảng ngãi,1
kỹ sư qa qc qs đi làm ngay,1
nhân viên kỹ thuật vận hành thiết bị,1
thiết kế kết cấu và bốc dự toán nhà xưởng,1
3d exhibition designer,1
nhân viên sale xuất nhập khẩu,1
quản lý bán hàng trực tuyến,1
nhân viên thiết kế và sáng tạo nội dung,1
quản lý cửa hàng f b tháng 4 2025,1
branding mkt,1
trưởng vùng kinh doanh,1
nhân viên bảo vệ tại hưng yên,1
tổ trưởng tổ phục vụ nhà hàng,1
nhân viên tư vấn bán hàng đak lak,1
cửa hàng trưởng lotte mart quận 7,1
kỹ sư cơ điện hạ tầng kỹ thuật,1
